,Product Name,Brand,Price,Rating,Offer,Review Count,Suction Capacity,Size,Offer_clean,Suction_clean,Rating_Performance,suction_bins
0,RUWA VIVA,RUWA,3578,3.8,60% off,594.0,800 CMH,60.0,60.0,800.0,Good,500 - 1000 CMH
1,Kaff KEC60A,Kaff,17490,4.3,64% off,26.0,1150 CMH,75.0,64.0,1150.0,Excellent,1000 - 1500 CMH
2,FABER Hood,FABER,7399,3.7,48% off,46.0,1250 CMH,90.0,48.0,1250.0,Good,1000 - 1500 CMH
3,Elica FLAT,Elica,13999,4.3,49% off,102.0,1600 CMH,90.0,49.0,1600.0,Excellent,1500 -2000 CHM
4,FABER Hood,FABER,17999,4.5,43% off,139.0,1500 CMH,90.0,43.0,1500.0,Excellent,1000 - 1500 CMH
5,Hindware Smart,Hindware,13999,4.1,54% off,1658.0,1500 CMH,90.0,54.0,1500.0,Excellent,1000 - 1500 CMH
6,LIVPURE Evora,LIVPURE,7049,4.1,75% off,748.0,1350 CMH,60.0,75.0,1350.0,Excellent,1000 - 1500 CMH
7,Amplesta Sereno,Amplesta,13999,4.1,67% off,206.0,1500 CMH,90.0,67.0,1500.0,Excellent,1000 - 1500 CMH
8,FABER HOOD,FABER,6099,4.4,69% off,1291.0,1000 CMH,60.0,69.0,1000.0,Excellent,500 - 1000 CMH
9,Elica FLAT,Elica,11999,4.3,49% off,102.0,1500 CMH,60.0,49.0,1500.0,Excellent,1000 - 1500 CMH
10,Hindware Smart,Hindware,3998,3.7,67% off,139.0,1350 CMH,60.0,67.0,1350.0,Good,1000 - 1500 CMH
11,Amplesta EcoFlow,Amplesta,7490,4.1,67% off,4.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
12,Elica WDFL,Elica,12499,4.4,47% off,2672.0,1350 CMH,60.0,47.0,1350.0,Excellent,1000 - 1500 CMH
13,FABER HOOD,FABER,28340,4.4,63% off,9.0,800 CMH,90.0,63.0,800.0,Excellent,500 - 1000 CMH
14,Hindware Smart,Hindware,11499,4.1,57% off,1658.0,1350 CMH,60.0,57.0,1350.0,Excellent,1000 - 1500 CMH
15,Elica WDFL,Elica,15990,4.3,50% off,418.0,1350 CMH,90.0,50.0,1350.0,Excellent,1000 - 1500 CMH
16,FABER Hood,FABER,4192,3.9,67% off,46.0,1350 CMH,75.0,67.0,1350.0,Good,1000 - 1500 CMH
17,Amplesta Sereno,Amplesta,7199,3.7,30% off,4.0,1100 CMH,60.0,30.0,1100.0,Good,1000 - 1500 CMH
18,LIVPURE Evora,LIVPURE,7989,4.1,73% off,748.0,1500 CMH,75.0,73.0,1500.0,Excellent,1000 - 1500 CMH
19,Hindware Smart,Hindware,12499,4.1,59% off,1658.0,1350 CMH,90.0,59.0,1350.0,Excellent,1000 - 1500 CMH
20,Amplesta Sereno,Amplesta,6708,4.1,67% off,3.0,1100 CMH,60.0,67.0,1100.0,Excellent,1000 - 1500 CMH
21,ZENPURE Nadia,ZENPURE,6576,3.8,67% off,1.0,1400 CMH,60.0,67.0,1400.0,Good,1000 - 1500 CMH
22,FABER HOOD,FABER,10699,4.4,53% off,799.0,1350 CMH,60.0,53.0,1350.0,Excellent,1000 - 1500 CMH
23,FABER HOOD,FABER,11699,4.4,53% off,799.0,1200 CMH,90.0,53.0,1200.0,Excellent,1000 - 1500 CMH
24,Glen ISPA,Glen,6576,4.2,65% off,163.0,1500 CMH,60.0,65.0,1500.0,Excellent,1000 - 1500 CMH
25,Amplesta EcoFlow,Amplesta,6708,4.0,58% off,110.0,1200 CMH,60.0,58.0,1200.0,Good,1000 - 1500 CMH
26,RUWA VIVA,RUWA,7049,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
27,Kaff KEC60A,Kaff,4192,3.7,60% off,4.0,1150 CMH,60.0,60.0,1150.0,Good,1000 - 1500 CMH
28,Whirlpool CGFL,Whirlpool,17490,4.2,63% off,163.0,1600 CMH,60.0,63.0,1600.0,Excellent,1500 -2000 CHM
29,FABER HOOD,FABER,11490,4.4,58% off,449.0,1250 CMH,60.0,58.0,1250.0,Excellent,1000 - 1500 CMH
30,Hindware Smart,Hindware,9999,4.1,67% off,206.0,1250 CMH,60.0,67.0,1250.0,Excellent,1000 - 1500 CMH
31,RUWA PEARL,RUWA,3578,3.7,67% off,46.0,1500 CMH,90.0,67.0,1500.0,Good,1000 - 1500 CMH
32,Kenstar VENTI,Kenstar,7399,4.0,72% off,9.0,1300 CMH,60.0,72.0,1300.0,Good,1000 - 1500 CMH
33,Whirlpool CGFL,Whirlpool,11790,4.2,62% off,163.0,1500 CMH,90.0,62.0,1500.0,Excellent,1000 - 1500 CMH
34,Elica FLAT,Elica,11899,4.1,56% off,459.0,900 CMH,60.0,56.0,900.0,Excellent,500 - 1000 CMH
35,LIVPURE LIV,LIVPURE,13999,4.1,59% off,5.0,1800 CMH,90.0,59.0,1800.0,Excellent,1500 -2000 CHM
36,Amplesta Sereno,Amplesta,3998,4.3,67% off,46.0,1250 CMH,60.0,67.0,1250.0,Excellent,1000 - 1500 CMH
37,Amplesta Sereno,Amplesta,6399,4.1,63% off,9.0,1350 CMH,90.0,63.0,1350.0,Excellent,1000 - 1500 CMH
38,Whirlpool CGBF,Whirlpool,13490,4.1,59% off,86.0,1200 CMH,75.0,59.0,1200.0,Excellent,1000 - 1500 CMH
39,Whirlpool CLASSIC,Whirlpool,5590,4.1,51% off,19.0,1600 CMH,90.0,51.0,1600.0,Excellent,1500 -2000 CHM
40,RUWA RAVE,RUWA,21599,4.4,48% off,26.0,1350 CMH,60.0,48.0,1350.0,Excellent,1000 - 1500 CMH
41,Hindware Smart,Hindware,17490,3.9,67% off,4.0,1350 CMH,90.0,67.0,1350.0,Good,1000 - 1500 CMH
42,Hindware Smart,Hindware,7490,3.9,60% off,118.0,1000 CMH,60.0,60.0,1000.0,Good,500 - 1000 CMH
43,Beyond Appliances,Beyond,10809,4.3,54% off,37.0,1600 CMH,90.0,54.0,1600.0,Excellent,1500 -2000 CHM
44,SURYA SS60,SURYA,16999,4.2,48% off,407.0,1500 CMH,60.0,48.0,1500.0,Excellent,1000 - 1500 CMH
45,Hindware Smart,Hindware,4192,3.7,30% off,139.0,800 CMH,60.0,30.0,800.0,Good,500 - 1000 CMH
46,Amplesta Sereno,Amplesta,7499,3.8,67% off,3.0,1350 CMH,75.0,67.0,1350.0,Good,1000 - 1500 CMH
47,Elica WD,Elica,16999,4.2,47% off,407.0,1500 CMH,60.0,47.0,1500.0,Excellent,1000 - 1500 CMH
48,Hindware Smart,Hindware,13290,4.1,64% off,71.0,1626 CMH,90.0,64.0,1626.0,Excellent,1500 -2000 CHM
49,FABER HOOD,FABER,9399,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
50,FABER Hood,FABER,7199,3.7,60% off,4.0,1150 CMH,90.0,60.0,1150.0,Good,1000 - 1500 CMH
51,Hindware Smart,Hindware,6576,4.1,60% off,86.0,1200 CMH,7.0,60.0,1200.0,Excellent,1000 - 1500 CMH
52,Elica WDFL,Elica,6576,4.0,69% off,262.0,1000 CMH,60.0,69.0,1000.0,Good,500 - 1000 CMH
53,Hindware Smart,Hindware,10809,4.3,52% off,285.0,1100 CMH,60.0,52.0,1100.0,Excellent,1000 - 1500 CMH
54,FABER HOOD,FABER,13290,4.3,48% off,494.0,1500 CMH,60.0,48.0,1500.0,Excellent,1000 - 1500 CMH
55,FABER Hood,FABER,16999,3.7,67% off,46.0,1250 CMH,90.0,67.0,1250.0,Good,1000 - 1500 CMH
56,FABER HOOD,FABER,6399,4.1,67% off,206.0,1500 CMH,60.0,67.0,1500.0,Excellent,1000 - 1500 CMH
57,Elica CURVE,Elica,15299,4.1,55% off,206.0,1450 CMH,90.0,55.0,1450.0,Excellent,1000 - 1500 CMH
58,Elica WD,Elica,13999,4.4,66% off,6.0,1500 CMH,75.0,66.0,1500.0,Excellent,1000 - 1500 CMH
59,Amplesta Sereno,Amplesta,3578,3.7,67% off,46.0,1250 CMH,75.0,67.0,1250.0,Good,1000 - 1500 CMH
60,Amplesta Sereno,Amplesta,7399,3.7,63% off,139.0,1350 CMH,60.0,63.0,1350.0,Good,1000 - 1500 CMH
61,Hindware Smart,Hindware,10339,4.0,41% off,115.0,1000 CMH,60.0,41.0,1000.0,Good,500 - 1000 CMH
62,LIVPURE Evora,LIVPURE,4511,4.1,63% off,108.0,1350 CMH,60.0,63.0,1350.0,Excellent,1000 - 1500 CMH
63,FABER HOOD,FABER,8990,4.3,60% off,226.0,1400 CMH,90.0,60.0,1400.0,Excellent,1000 - 1500 CMH
64,Kenstar VENTI,Kenstar,16940,3.8,58% off,41.0,1350 CMH,90.0,58.0,1350.0,Good,1000 - 1500 CMH
65,Koche ENZO,Koche,13999,4.3,48% off,26.0,1350 CMH,90.0,48.0,1350.0,Excellent,1000 - 1500 CMH
66,Koche LAURA,Koche,3998,4.1,67% off,4.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
67,Hindware Smart,Hindware,13723,4.1,65% off,748.0,1350 CMH,60.0,65.0,1350.0,Excellent,1000 - 1500 CMH
68,FABER Hood,FABER,15490,4.2,69% off,60.0,1200 CMH,75.0,69.0,1200.0,Excellent,1000 - 1500 CMH
69,Koche LAURA,Koche,17490,4.4,30% off,9.0,800 CMH,75.0,30.0,800.0,Excellent,500 - 1000 CMH
70,Koche LAURA,Koche,7490,3.9,67% off,19.0,1350 CMH,60.0,67.0,1350.0,Good,1000 - 1500 CMH
71,Hindware Smart,Hindware,5399,4.6,55% off,4.0,1250 CMH,90.0,55.0,1250.0,Excellent,1000 - 1500 CMH
72,FABER HOOD,FABER,14990,4.0,53% off,9.0,1300 CMH,90.0,53.0,1300.0,Good,1000 - 1500 CMH
73,RUWA Citrine,RUWA,9603,4.0,74% off,86.0,Suction Capacity: 1100 m3/h,60.0,74.0,1100.0,Good,1000 - 1500 CMH
74,Hindware Smart,Hindware,12971,4.1,61% off,585.0,1500 CMH,90.0,61.0,1500.0,Excellent,1000 - 1500 CMH
75,FABER Hood,FABER,28340,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
76,FABER Hood,FABER,4192,3.7,60% off,4.0,1150 CMH,90.0,60.0,1150.0,Good,1000 - 1500 CMH
77,Hindware Smart,Hindware,7848,4.1,55% off,17.0,1350 CMH,60.0,55.0,1350.0,Excellent,1000 - 1500 CMH
78,Crompton CHD,Crompton,9990,4.5,60% off,139.0,1500 CMH,60.0,60.0,1500.0,Excellent,1000 - 1500 CMH
79,FABER HOOD,FABER,7199,3.7,67% off,46.0,1250 CMH,90.0,67.0,1250.0,Good,1000 - 1500 CMH
80,FABER HOOD,FABER,6576,4.1,67% off,206.0,1500 CMH,60.0,67.0,1500.0,Excellent,1000 - 1500 CMH
81,Hindware Smart,Hindware,6576,4.1,48% off,88.0,1200 CMH,75.0,48.0,1200.0,Excellent,1000 - 1500 CMH
82,Kutchina Virgose,Kutchina,8990,3.6,71% off,3.0,1000 CMH,60.0,71.0,1000.0,Good,500 - 1000 CMH
83,MarQ by,MarQ,5399,4.2,65% off,41.0,1500 CMH,90.0,65.0,1500.0,Excellent,1000 - 1500 CMH
84,LIVPURE DASH,LIVPURE,15299,4.1,51% off,585.0,1500 CMH,60.0,51.0,1500.0,Excellent,1000 - 1500 CMH
85,Amplesta Sereno,Amplesta,4511,3.7,67% off,46.0,1250 CMH,75.0,67.0,1250.0,Good,1000 - 1500 CMH
86,Amplesta Sereno,Amplesta,9799,3.7,30% off,139.0,1350 CMH,60.0,30.0,1350.0,Good,1000 - 1500 CMH
87,Koche STARK,Koche,14999,4.3,48% off,26.0,1350 CMH,90.0,48.0,1350.0,Excellent,1000 - 1500 CMH
88,Koche ENZO,Koche,3578,4.1,67% off,4.0,1350 CMH,75.0,67.0,1350.0,Excellent,1000 - 1500 CMH
89,Kenstar VENTI,Kenstar,10490,4.4,49% off,1373.0,1200 CMH,75.0,49.0,1200.0,Excellent,1000 - 1500 CMH
90,Elica SPT,Elica,12971,4.0,60% off,12.0,1300 CMH,60.0,60.0,1300.0,Good,1000 - 1500 CMH
91,HAVELLS GHKCNBMK0,HAVELLS,15999,4.1,63% off,108.0,1350 CMH,60.0,63.0,1350.0,Excellent,1000 - 1500 CMH
92,Kutchina Signia,Kutchina,13999,4.5,64% off,32.0,1600 CMH,90.0,64.0,1600.0,Excellent,1500 -2000 CHM
93,FABER HOOD,FABER,7399,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
94,FABER Hood,FABER,8027,3.7,67% off,4.0,1350 CMH,60.0,67.0,1350.0,Good,1000 - 1500 CMH
95,WONDERCHEF Power,WONDERCHEF,4499,4.1,51% off,449.0,1350 CMH,90.0,51.0,1350.0,Excellent,1000 - 1500 CMH
96,Glen ISPA,Glen,15490,4.4,46% off,5.0,1300 CMH,60.0,46.0,1300.0,Excellent,1000 - 1500 CMH
97,FABER HOOD,FABER,15499,4.1,47% off,46.0,1450 CMH,60.0,47.0,1450.0,Excellent,1000 - 1500 CMH
98,FABER Hood,FABER,6898,3.7,40% off,206.0,1150 CMH,90.0,40.0,1150.0,Good,1000 - 1500 CMH
99,Hindware Marvia,Hindware,28340,4.4,67% off,0.0,1250 CMH,58.0,67.0,1250.0,Excellent,1000 - 1500 CMH
100,SURYA Push,SURYA,8177,4.1,63% off,1.0,1450 CMH,60.0,63.0,1450.0,Excellent,1000 - 1500 CMH
101,Hindware Smart,Hindware,14999,4.2,59% off,7.0,1450 CMH,60.0,59.0,1450.0,Excellent,1000 - 1500 CMH
102,Hindware Smart,Hindware,17490,4.1,57% off,30.0,1200 CMH,90.0,57.0,1200.0,Excellent,1000 - 1500 CMH
103,Amplesta Sereno,Amplesta,7490,4.3,48% off,46.0,1350 CMH,60.0,48.0,1350.0,Excellent,1000 - 1500 CMH
104,Amplesta Sereno,Amplesta,11590,4.1,67% off,139.0,1000 CMH,90.0,67.0,1000.0,Excellent,500 - 1000 CMH
105,Elica SPT,Elica,9869,3.6,62% off,338.0,800 CMH,90.0,62.0,800.0,Good,500 - 1000 CMH
106,FABER HOOD,FABER,12877,4.4,63% off,494.0,1050 CMH,90.0,63.0,1050.0,Excellent,1000 - 1500 CMH
107,Koche STARK,Koche,17990,4.4,52% off,26.0,1500 CMH,60.0,52.0,1500.0,Excellent,1000 - 1500 CMH
108,Koche STARK,Koche,17990,3.7,1% off,4.0,1350 CMH,90.0,1.0,1350.0,Good,1000 - 1500 CMH
109,Hindware Smart,Hindware,8177,4.3,30% off,34.0,1200 CMH,90.0,30.0,1200.0,Excellent,1000 - 1500 CMH
110,ZENPURE Nadia,ZENPURE,14999,4.2,67% off,226.0,1500 CMH,60.0,67.0,1500.0,Excellent,1000 - 1500 CMH
111,LIVPURE EMERALD,LIVPURE,17490,4.3,48% off,12.0,1425 CMH,90.0,48.0,1425.0,Excellent,1000 - 1500 CMH
112,FABER HOOD,FABER,10490,4.3,74% off,5.0,1600 CMH,60.0,74.0,1600.0,Excellent,1500 -2000 CHM
113,Koche LAURA,Koche,3578,3.8,71% off,9.0,1250 CMH,75.0,71.0,1250.0,Good,1000 - 1500 CMH
114,Koche LAURA,Koche,10490,4.1,64% off,19.0,1250 CMH,60.0,64.0,1250.0,Excellent,1000 - 1500 CMH
115,Elica PRO,Elica,12999,4.1,48% off,48.0,1200 CMH,90.0,48.0,1200.0,Excellent,1000 - 1500 CMH
116,FABER HOOD,FABER,8459,4.3,62% off,26.0,1100 CMH,60.0,62.0,1100.0,Excellent,1000 - 1500 CMH
117,FABER HOOD,FABER,7399,3.8,54% off,594.0,800 CMH,60.0,54.0,800.0,Good,500 - 1000 CMH
118,FABER Hood,FABER,13999,3.7,65% off,139.0,1500 CMH,90.0,65.0,1500.0,Good,1000 - 1500 CMH
119,FABER Hood,FABER,12499,4.4,64% off,122.0,1250 CMH,75.0,64.0,1250.0,Excellent,1000 - 1500 CMH
120,FABER HOOD,FABER,4147,4.3,60% off,112.0,1350 CMH,90.0,60.0,1350.0,Excellent,1000 - 1500 CMH
121,Hindware Smart,Hindware,4981,4.3,58% off,48.0,1100 CMH,90.0,58.0,1100.0,Excellent,1000 - 1500 CMH
122,Beyond Appliances,Beyond,12249,4.1,76% off,28.0,1400 CMH,60.0,76.0,1400.0,Excellent,1000 - 1500 CMH
123,FABER HOOD,FABER,6898,3.7,67% off,19.0,1150 CMH,90.0,67.0,1150.0,Good,1000 - 1500 CMH
124,FABER Hood,FABER,3998,4.1,67% off,14.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
125,Whirlpool CGFL,Whirlpool,17290,4.2,60% off,61.0,1408 CMH,90.0,60.0,1408.0,Excellent,1000 - 1500 CMH
126,Amplesta Sereno,Amplesta,17490,3.7,54% off,4.0,1250 CMH,75.0,54.0,1250.0,Good,1000 - 1500 CMH
127,Amplesta Sereno,Amplesta,7490,3.7,41% off,13.0,1200 CMH,60.0,41.0,1200.0,Good,1000 - 1500 CMH
128,Sunflame Lamia,Sunflame,16989,4.2,67% off,36.0,1400 CMH,60.0,67.0,1400.0,Excellent,1000 - 1500 CMH
129,Kenstar VENTI,Kenstar,10057,4.0,63% off,46.0,1350 CMH,90.0,63.0,1350.0,Good,1000 - 1500 CMH
130,LIVPURE ETERNA,LIVPURE,11799,4.3,66% off,312.0,1400 CMH,60.0,66.0,1400.0,Excellent,1000 - 1500 CMH
131,FABER HOOD,FABER,9869,4.2,42% off,91.0,1200 CMH,60.0,42.0,1200.0,Excellent,1000 - 1500 CMH
132,Koche STARK,Koche,28340,4.3,48% off,46.0,1350 CMH,90.0,48.0,1350.0,Excellent,1000 - 1500 CMH
133,Koche ENZO,Koche,4192,4.1,67% off,1.0,1250 CMH,75.0,67.0,1250.0,Excellent,1000 - 1500 CMH
134,Glen 6060,Glen,18790,4.0,43% off,285.0,1100 CMH,60.0,43.0,1100.0,Good,1000 - 1500 CMH
135,Glen ISPA,Glen,12170,4.0,50% off,110.0,1400 CMH,90.0,50.0,1400.0,Good,1000 - 1500 CMH
136,Koche STARK,Koche,12599,4.4,71% off,46.0,1500 CMH,60.0,71.0,1500.0,Excellent,1000 - 1500 CMH
137,Koche LAURA,Koche,12249,3.9,56% off,72.0,800 CMH,60.0,56.0,800.0,Good,500 - 1000 CMH
138,Kaff NORA,Kaff,18790,3.9,67% off,80.0,1400 CMH,90.0,67.0,1400.0,Good,1000 - 1500 CMH
139,FABER Hood,FABER,4192,4.4,71% off,60.0,1250 CMH,60.0,71.0,1250.0,Excellent,1000 - 1500 CMH
140,Glen Ispa,Glen,3578,4.0,78% off,73.0,1200 CMH,60.0,78.0,1200.0,Good,1000 - 1500 CMH
141,RUWA VIVA,RUWA,7399,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
142,Kaff KEC60A,Kaff,24941,3.7,60% off,46.0,1150 CMH,60.0,60.0,1150.0,Good,1000 - 1500 CMH
143,Kutchina Flora,Kutchina,15900,4.3,70% off,52.0,1200 CMH,76.0,70.0,1200.0,Excellent,1000 - 1500 CMH
144,BLOWHOT Evana,BLOWHOT,17389,4.1,49% off,108.0,1300 CMH,90.0,49.0,1300.0,Excellent,1000 - 1500 CMH
145,Hindware Smart,Hindware,19499,4.1,56% off,206.0,1250 CMH,60.0,56.0,1250.0,Excellent,1000 - 1500 CMH
146,Amplesta Sereno,Amplesta,13999,3.7,65% off,139.0,1500 CMH,90.0,65.0,1500.0,Good,1000 - 1500 CMH
147,Hindware Smart,Hindware,3998,4.1,67% off,110.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
148,FABER Hood,FABER,11699,4.1,67% off,133.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
