,Product Name,Brand,Price,Rating,Offer,Review Count,Suction Capacity,Size,Offer_clean,Suction_clean,Rating_Performance,suction_bins
299,FABER HOOD,FABER,11690,4.2,48% off,17.0,1700 CMH,60.0,48.0,1700.0,Excellent,1500 -2000 CHM
300,Ardnib Beeta,Ardnib,12971,4.1,39% off,5.0,1000 CMH,60.0,39.0,1000.0,Excellent,500 - 1000 CMH
301,Koche ENZO,Koche,17490,4.4,30% off,9.0,1350 CMH,90.0,30.0,1350.0,Excellent,1000 - 1500 CMH
302,Koche ENZO,Koche,7490,3.7,67% off,19.0,800 CMH,60.0,67.0,800.0,Good,500 - 1000 CMH
303,Greenchef BK60CHIMNEY,Greenchef,3695,4.0,67% off,49.0,880 CMH,60.0,67.0,880.0,Good,500 - 1000 CMH
304,HAVELLS GHKCNBNK0,HAVELLS,7498,2.4,65% off,0.0,1200 CMH,56.0,65.0,1200.0,Average,1000 - 1500 CMH
305,Koche STARK,Koche,28340,3.8,66% off,46.0,1350 CMH,60.0,66.0,1350.0,Good,1000 - 1500 CMH
306,Koche LAURA,Koche,4192,4.1,69% off,4.0,1100 CMH,75.0,69.0,1100.0,Excellent,1000 - 1500 CMH
307,IVAS Zyara,IVAS,21419,4.1,64% off,34.0,1100 CMH,90.0,64.0,1100.0,Excellent,1000 - 1500 CMH
308,Omniya Turbo,Omniya,28997,4.6,60% off,34.0,1250 CMH,50.0,60.0,1250.0,Excellent,1000 - 1500 CMH
309,BLOWHOT 60cm,BLOWHOT,15981,4.1,56% off,5.0,2000 CMH,52.0,56.0,2000.0,Excellent,1500 -2000 CHM
310,Gilma Pearl,Gilma,12599,4.2,67% off,1.0,1350 CMH,75.0,67.0,1350.0,Excellent,1000 - 1500 CMH
311,FABER HOOD,FABER,4192,3.8,67% off,594.0,800 CMH,60.0,67.0,800.0,Good,500 - 1000 CMH
312,FABER Hood,FABER,17490,3.7,67% off,46.0,1150 CMH,60.0,67.0,1150.0,Good,1000 - 1500 CMH
313,Hindware Smart,Hindware,3695,4.1,1% off,585.0,1400 CMH,90.0,1.0,1400.0,Excellent,1000 - 1500 CMH
314,LIVPURE LIV,LIVPURE,7675,4.1,67% off,2.0,1300 CMH,75.0,67.0,1300.0,Excellent,1000 - 1500 CMH
315,FABER HOOD,FABER,35331,3.7,58% off,206.0,1250 CMH,60.0,58.0,1250.0,Good,1000 - 1500 CMH
316,FABER Hood,FABER,3578,4.1,49% off,139.0,1500 CMH,90.0,49.0,1500.0,Excellent,1000 - 1500 CMH
317,Glen CH6064AC60,Glen,7399,3.8,67% off,2.0,1350 CMH,90.0,67.0,1350.0,Good,1000 - 1500 CMH
318,Hindware Skyla,Hindware,25199,3.8,63% off,3.0,1200 CMH,60.0,63.0,1200.0,Good,1000 - 1500 CMH
319,Crompton CHD,Crompton,17990,4.0,57% off,34.0,1350 CMH,90.0,57.0,1350.0,Good,1000 - 1500 CMH
320,OMEN BRISTLE,OMEN,13999,4.2,61% off,34.0,1200 CMH,90.0,61.0,1200.0,Excellent,1000 - 1500 CMH
321,Amplesta Sereno,Amplesta,3998,3.7,48% off,26.0,1250 CMH,60.0,48.0,1250.0,Good,1000 - 1500 CMH
322,Amplesta Sereno,Amplesta,17290,3.7,67% off,4.0,1350 CMH,90.0,67.0,1350.0,Good,1000 - 1500 CMH
323,Glen CH,Glen,6371,4.0,24% off,0.0,1408 CMH,90.0,24.0,1408.0,Good,1000 - 1500 CMH
324,Hindware KYLIS,Hindware,19761,4.1,49% off,5.0,1250 CMH,108.0,49.0,1250.0,Excellent,1000 - 1500 CMH
325,Koche ENZO,Koche,4499,4.3,50% off,9.0,1350 CMH,60.0,50.0,1350.0,Excellent,1000 - 1500 CMH
326,Koche STARK,Koche,17490,4.1,49% off,19.0,1350 CMH,90.0,49.0,1350.0,Excellent,1000 - 1500 CMH
327,PADMINI HYPERVENT,PADMINI,7490,4.6,30% off,34.0,1250 CMH,60.0,30.0,1250.0,Excellent,1000 - 1500 CMH
328,FULTON T,FULTON,11388,4.1,67% off,9.0,1350 CMH,90.0,67.0,1350.0,Excellent,1000 - 1500 CMH
329,Glen Sail,Glen,14899,4.0,68% off,80.0,1200 CMH,5.0,68.0,1200.0,Good,1000 - 1500 CMH
330,MarQ by,MarQ,28340,4.1,50% off,1.0,1400 CMH,90.0,50.0,1400.0,Excellent,1000 - 1500 CMH
331,RUWA VIVA,RUWA,7199,3.8,64% off,594.0,800 CMH,60.0,64.0,800.0,Good,500 - 1000 CMH
332,Amplesta Sereno,Amplesta,7898,3.7,60% off,4.0,1350 CMH,90.0,60.0,1350.0,Good,1000 - 1500 CMH
333,LIVPURE LIV,LIVPURE,11970,3.3,49% off,328.0,1250 CMH,60.0,49.0,1250.0,Good,1000 - 1500 CMH
334,Elica FL,Elica,19590,4.3,24% off,34.0,1350 CMH,90.0,24.0,1350.0,Excellent,1000 - 1500 CMH
335,Hindware Smart,Hindware,21290,4.1,60% off,46.0,1450 CMH,90.0,60.0,1450.0,Excellent,1000 - 1500 CMH
336,Amplesta Sereno,Amplesta,6576,3.7,33% off,206.0,1150 CMH,75.0,33.0,1150.0,Good,1000 - 1500 CMH
337,RUWA PEARL,RUWA,6708,3.9,67% off,2.0,1250 CMH,60.0,67.0,1250.0,Good,1000 - 1500 CMH
338,Carysil KIA,Carysil,6576,4.1,67% off,2.0,1400 CMH,90.0,67.0,1400.0,Excellent,1000 - 1500 CMH
339,Kaff NERO,Kaff,35331,4.3,1% off,7.0,Suction Capacity: 1080 mÂ³/h,65.0,1.0,1080.0,Excellent,1000 - 1500 CMH
340,HAVELLS GHKCNAXK000,HAVELLS,17490,3.4,60% off,34.0,750 CMH,60.0,60.0,750.0,Good,500 - 1000 CMH
341,Amplesta EcoFlow,Amplesta,14899,4.3,67% off,46.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
342,FABER Hood,FABER,25199,4.1,63% off,139.0,1000 CMH,60.0,63.0,1000.0,Excellent,500 - 1000 CMH
343,Sunflame Venza,Sunflame,29500,4.3,55% off,28.0,1100 CMH,60.0,55.0,1100.0,Excellent,1000 - 1500 CMH
344,Greenchef Range,Greenchef,35331,4.7,54% off,9.0,1250 CMH,60.0,54.0,1250.0,Excellent,1000 - 1500 CMH
345,FABER HOOD,FABER,3578,4.4,24% off,26.0,1500 CMH,90.0,24.0,1500.0,Excellent,1000 - 1500 CMH
346,FABER Hood,FABER,10490,3.7,66% off,4.0,1350 CMH,75.0,66.0,1350.0,Good,1000 - 1500 CMH
347,Hindware ZINNIA,Hindware,21169,2.5,48% off,43.0,1350 CMH,75.0,48.0,1350.0,Average,1000 - 1500 CMH
348,Hindware Oasis,Hindware,10199,4.2,67% off,1.0,1200 CMH,90.0,67.0,1200.0,Excellent,1000 - 1500 CMH
349,Kaff VASCO,Kaff,11199,3.5,44% off,11.0,1250 CMH,60.0,44.0,1250.0,Good,1000 - 1500 CMH
350,Greenchef Range,Greenchef,3599,4.1,64% off,34.0,1550 CMH,60.0,64.0,1550.0,Excellent,1500 -2000 CHM
351,Amplesta Sereno,Amplesta,13999,3.8,30% off,9.0,1250 CMH,60.0,30.0,1250.0,Good,1000 - 1500 CMH
352,RUWA RAVE,RUWA,7399,4.1,67% off,19.0,1250 CMH,60.0,67.0,1250.0,Excellent,1000 - 1500 CMH
353,Midea 90V11,Midea,18429,4.0,51% off,1.0,1250 CMH,50.0,51.0,1250.0,Good,1000 - 1500 CMH
354,Carysil Vista,Carysil,12499,4.1,67% off,0.0,1350 CMH,90.0,67.0,1350.0,Excellent,1000 - 1500 CMH
355,FABER HOOD,FABER,6898,3.8,18% off,594.0,800 CMH,60.0,18.0,800.0,Good,500 - 1000 CMH
356,FABER Hood,FABER,28340,3.7,42% off,46.0,1150 CMH,90.0,42.0,1150.0,Good,1000 - 1500 CMH
357,Hindware Divina,Hindware,18599,4.1,64% off,34.0,1100 CMH,90.0,64.0,1100.0,Excellent,1000 - 1500 CMH
358,Hindware EVITA,Hindware,12290,4.0,67% off,1.0,1800 CMH,5.0,67.0,1800.0,Good,1500 -2000 CHM
359,Flowtric Westerlies,Flowtric,18999,4.1,67% off,34.0,1500 CMH,90.0,67.0,1500.0,Excellent,1000 - 1500 CMH
360,Uplift Disco,Uplift,8998,3.4,53% off,2.0,1350 CMH,90.0,53.0,1350.0,Good,1000 - 1500 CMH
361,FABER HOOD,FABER,17490,4.1,67% off,206.0,1250 CMH,90.0,67.0,1250.0,Excellent,1000 - 1500 CMH
362,FABER Hood,FABER,7490,3.7,63% off,9.0,1500 CMH,60.0,63.0,1500.0,Good,1000 - 1500 CMH
363,PADMINI RACER,PADMINI,5829,4.1,69% off,34.0,1400 CMH,60.0,69.0,1400.0,Excellent,1000 - 1500 CMH
364,sakash Shakti,sakash,12990,4.1,45% off,34.0,1350 CMH,60.0,45.0,1350.0,Excellent,1000 - 1500 CMH
365,Amplesta Sereno,Amplesta,3998,4.3,54% off,139.0,1250 CMH,75.0,54.0,1250.0,Excellent,1000 - 1500 CMH
366,Amplesta Sereno,Amplesta,6708,4.1,52% off,26.0,1350 CMH,60.0,52.0,1350.0,Excellent,1000 - 1500 CMH
367,FABER HOOD,FABER,8998,5.0,48% off,1.0,1400 CMH,60.0,48.0,1400.0,Excellent,1000 - 1500 CMH
368,zinex NAPTUNE,zinex,6708,4.1,67% off,34.0,1300 CMH,60.0,67.0,1300.0,Excellent,1000 - 1500 CMH
369,Hindware CHROMIA,Hindware,10199,4.1,11% off,34.0,1250 CMH,60.0,11.0,1250.0,Excellent,1000 - 1500 CMH
370,Hindware FLORENCE,Hindware,11199,4.3,43% off,1.0,1350 CMH,90.0,43.0,1350.0,Excellent,1000 - 1500 CMH
371,Koche STARK,Koche,3599,4.4,30% off,4.0,1350 CMH,90.0,30.0,1350.0,Excellent,1000 - 1500 CMH
372,Koche ENZO,Koche,10119,3.9,67% off,19.0,1350 CMH,60.0,67.0,1350.0,Good,1000 - 1500 CMH
373,Preethi KH307,Preethi,27800,4.1,47% off,34.0,1200 CMH,60.0,47.0,1200.0,Excellent,1000 - 1500 CMH
374,Crompton CHD,Crompton,10990,3.6,57% off,6.0,1350 CMH,5.0,57.0,1350.0,Good,1000 - 1500 CMH
375,Koche ENZO,Koche,7040,3.7,49% off,46.0,800 CMH,75.0,49.0,800.0,Good,500 - 1000 CMH
376,Koche ENZO,Koche,3578,3.8,46% off,4.0,1350 CMH,60.0,46.0,1350.0,Good,1000 - 1500 CMH
377,PADMINI DELTA,PADMINI,7399,4.1,67% off,34.0,1200 CMH,60.0,67.0,1200.0,Excellent,1000 - 1500 CMH
378,Wizard HAVANA,Wizard,12699,4.1,71% off,34.0,1550 CMH,90.0,71.0,1550.0,Excellent,1500 -2000 CHM
379,Inalsa Zylo,Inalsa,11999,3.3,34% off,18.0,1400 CMH,60.0,34.0,1400.0,Good,1000 - 1500 CMH
380,Kaff ASHPRO,Kaff,13999,4.1,65% off,34.0,1000 CMH,60.0,65.0,1000.0,Excellent,500 - 1000 CMH
381,RUWA VIVA,RUWA,3998,3.8,33% off,594.0,800 CMH,60.0,33.0,800.0,Good,500 - 1000 CMH
382,Kaff KEC60A,Kaff,11959,3.7,33% off,4.0,1350 CMH,60.0,33.0,1350.0,Good,1000 - 1500 CMH
383,Oooele Aartiz,Oooele,12971,4.1,51% off,34.0,1200 CMH,60.0,51.0,1200.0,Excellent,1000 - 1500 CMH
384,Kaff Rosett,Kaff,33095,4.1,31% off,2.0,1400 CMH,60.0,31.0,1400.0,Excellent,1000 - 1500 CMH
385,Amplesta Sereno,Amplesta,10999,4.1,57% off,46.0,1450 CMH,60.0,57.0,1450.0,Excellent,1000 - 1500 CMH
386,Hindware Smart,Hindware,17490,4.1,71% off,206.0,1150 CMH,90.0,71.0,1150.0,Excellent,1000 - 1500 CMH
387,Mercy Appliance,Mercy,7490,3.7,55% off,34.0,1250 CMH,60.0,55.0,1250.0,Good,1000 - 1500 CMH
388,ZENPURE NADIA90CM,ZENPURE,15077,4.1,28% off,34.0,1300 CMH,90.0,28.0,1300.0,Excellent,1000 - 1500 CMH
389,Hindware Essence,Hindware,11509,3.5,70% off,34.0,1250 CMH,75.0,70.0,1250.0,Good,1000 - 1500 CMH
390,Flowtric Westerlies,Flowtric,28340,4.1,15% off,34.0,1300 CMH,90.0,15.0,1300.0,Excellent,1000 - 1500 CMH
391,Amplesta Sereno,Amplesta,4192,3.7,46% off,46.0,1350 CMH,60.0,46.0,1350.0,Good,1000 - 1500 CMH
392,Amplesta EcoFlow,Amplesta,7272,3.7,65% off,139.0,1000 CMH,90.0,65.0,1000.0,Good,500 - 1000 CMH
393,Uplift Disco,Uplift,5699,4.1,71% off,2.0,1200 CMH,90.0,71.0,1200.0,Excellent,1000 - 1500 CMH
394,Prestige 41841,Prestige,6988,3.0,38% off,1.0,1250 CMH,63.0,38.0,1250.0,Average,1000 - 1500 CMH
395,FABER Hood,FABER,7399,4.1,49% off,26.0,1500 CMH,60.0,49.0,1500.0,Excellent,1000 - 1500 CMH
396,FABER HOOD,FABER,11959,4.1,54% off,4.0,1250 CMH,90.0,54.0,1250.0,Excellent,1000 - 1500 CMH
397,FABER Hood,FABER,12699,4.3,49% off,2.0,1100 CMH,60.0,49.0,1100.0,Excellent,1000 - 1500 CMH
398,Ardnib Nova,Ardnib,4192,4.1,61% off,4.0,1600 CMH,60.0,61.0,1600.0,Excellent,1500 -2000 CHM
399,Glen 6076,Glen,17490,4.5,67% off,34.0,1400 CMH,60.0,67.0,1400.0,Excellent,1000 - 1500 CMH
400,Hindflame Smart,Hindflame,3578,2.4,45% off,34.0,1200 CMH,60.0,45.0,1200.0,Average,1000 - 1500 CMH
401,FABER Hood,FABER,10490,4.4,67% off,9.0,1350 CMH,60.0,67.0,1350.0,Excellent,1000 - 1500 CMH
402,RUWA PEARL,RUWA,13499,3.9,67% off,19.0,1250 CMH,75.0,67.0,1250.0,Good,1000 - 1500 CMH
403,Hindware DARCIA,Hindware,13999,4.1,28% off,1.0,1200 CMH,60.0,28.0,1200.0,Excellent,1000 - 1500 CMH
404,CAPS CRAFTY,CAPS,7399,4.1,52% off,34.0,1400 CMH,75.0,52.0,1400.0,Excellent,1000 - 1500 CMH
405,RUWA VIVA,RUWA,36504,4.1,37% off,594.0,800 CMH,60.0,37.0,800.0,Excellent,500 - 1000 CMH
406,Kaff KEC60A,Kaff,12199,4.1,72% off,4.0,1150 CMH,60.0,72.0,1150.0,Excellent,1000 - 1500 CMH
407,PADMINI DELTA,PADMINI,13099,3.8,64% off,34.0,1450 CMH,60.0,64.0,1450.0,Good,1000 - 1500 CMH
408,Wizard HAVANA,Wizard,6898,3.7,60% off,34.0,1400 CMH,90.0,60.0,1400.0,Good,1000 - 1500 CMH
409,Hindware ZINNIA,Hindware,28340,4.1,25% off,5.0,1350 CMH,90.0,25.0,1350.0,Excellent,1000 - 1500 CMH
410,Hindware Divina,Hindware,9869,3.0,40% off,34.0,1200 CMH,90.0,40.0,1200.0,Average,1000 - 1500 CMH
411,Amplesta Sereno,Amplesta,13299,3.9,67% off,46.0,1500 CMH,90.0,67.0,1500.0,Good,1000 - 1500 CMH
412,Hindware Smart,Hindware,17490,4.1,67% off,206.0,1250 CMH,90.0,67.0,1250.0,Excellent,1000 - 1500 CMH
413,Hindware Oasis,Hindware,7490,4.1,46% off,2.0,1200 CMH,60.0,46.0,1200.0,Excellent,1000 - 1500 CMH
414,Sunflame Chimney,Sunflame,13490,4.1,43% off,3.0,1230 CMH,60.0,43.0,1230.0,Excellent,1000 - 1500 CMH
415,Amplesta Sereno,Amplesta,17099,4.6,40% off,46.0,1350 CMH,60.0,40.0,1350.0,Excellent,1000 - 1500 CMH
416,Amplesta EcoFlow,Amplesta,14990,4.1,55% off,139.0,1350 CMH,60.0,55.0,1350.0,Excellent,1000 - 1500 CMH
417,Elite ERA,Elite,14998,3.8,67% off,34.0,1200 CMH,60.0,67.0,1200.0,Good,1000 - 1500 CMH
418,Hindware DIVINA,Hindware,3998,4.1,63% off,1.0,1200 CMH,75.0,63.0,1200.0,Excellent,1000 - 1500 CMH
419,mercy appliances,mercy,6708,3.2,38% off,34.0,1200 CMH,60.0,38.0,1200.0,Good,1000 - 1500 CMH
420,Crompton CHD,Crompton,8799,3.5,61% off,34.0,1626 CMH,90.0,61.0,1626.0,Good,1500 -2000 CHM
421,FABER Hood,FABER,12043,3.7,48% off,26.0,800 CMH,75.0,48.0,800.0,Good,500 - 1000 CMH
422,FABER HOOD,FABER,6708,3.7,67% off,4.0,1250 CMH,60.0,67.0,1250.0,Good,1000 - 1500 CMH
423,Kaff FLO,Kaff,14990,5.0,32% off,0.0,1000 CMH,60.0,32.0,1000.0,Excellent,500 - 1000 CMH
424,Kaff KES60B,Kaff,13499,4.1,34% off,1.0,1450 CMH,60.0,34.0,1450.0,Excellent,1000 - 1500 CMH
425,FABER Hood,FABER,17490,4.0,65% off,9.0,1350 CMH,90.0,65.0,1350.0,Good,1000 - 1500 CMH
426,RUWA PEARL,RUWA,9869,4.1,53% off,19.0,1100 CMH,60.0,53.0,1100.0,Excellent,1000 - 1500 CMH
427,Kutchina Vento,Kutchina,3578,4.1,64% off,34.0,3 CMH,60.0,64.0,3.0,Excellent,0-500 CMH
428,HPC ultra,HPC,7399,3.1,60% off,34.0,1200 CMH,90.0,60.0,1200.0,Good,1000 - 1500 CMH
429,HPC king,HPC,15247,3.8,73% off,34.0,1350 CMH,90.0,73.0,1350.0,Good,1000 - 1500 CMH
430,Maplin Combo,Maplin,12998,5.0,5% off,34.0,1400 CMH,60.0,5.0,1400.0,Excellent,1000 - 1500 CMH
431,FABER Hood,FABER,9548,4.1,67% off,594.0,800 CMH,60.0,67.0,800.0,Excellent,500 - 1000 CMH
432,FABER HOOD,FABER,13103,4.4,67% off,46.0,1150 CMH,60.0,67.0,1150.0,Excellent,1000 - 1500 CMH
433,Uplift Platina,Uplift,13999,4.1,55% off,21.0,1550 CMH,90.0,55.0,1550.0,Excellent,1500 -2000 CHM
434,Kraft Italy,Kraft,3998,4.1,18% off,34.0,1050 CMH,60.0,18.0,1050.0,Excellent,1000 - 1500 CMH
435,FABER HOOD,FABER,8037,4.1,37% off,206.0,1500 CMH,60.0,37.0,1500.0,Excellent,1000 - 1500 CMH
436,FABER Hood,FABER,17490,4.1,28% off,139.0,1250 CMH,90.0,28.0,1250.0,Excellent,1000 - 1500 CMH
437,Carysil Kia,Carysil,7490,4.1,67% off,34.0,1200 CMH,5.0,67.0,1200.0,Excellent,1000 - 1500 CMH
438,Maplin KW90,Maplin,17280,4.1,63% off,34.0,1200 CMH,60.0,63.0,1200.0,Excellent,1000 - 1500 CMH
439,Kaff ELBAA,Kaff,10690,4.1,58% off,5.0,1350 CMH,90.0,58.0,1350.0,Excellent,1000 - 1500 CMH
440,Hindware Martina,Hindware,15990,4.1,41% off,34.0,1300 CMH,50.0,41.0,1300.0,Excellent,1000 - 1500 CMH
441,Amplesta Sereno,Amplesta,37264,4.1,48% off,26.0,1350 CMH,60.0,48.0,1350.0,Excellent,1000 - 1500 CMH
442,Amplesta Sereno,Amplesta,28340,4.1,67% off,4.0,1350 CMH,90.0,67.0,1350.0,Excellent,1000 - 1500 CMH
443,Maplin Combo,Maplin,4192,4.1,51% off,34.0,160 CMH,60.0,51.0,160.0,Excellent,0-500 CMH
444,Kaff LIZDHC90,Kaff,19500,4.1,50% off,1.0,1250 CMH,60.0,50.0,1250.0,Excellent,1000 - 1500 CMH
445,Koche ENZO,Koche,21600,4.1,46% off,9.0,1350 CMH,90.0,46.0,1350.0,Excellent,1000 - 1500 CMH
446,Koche STARK,Koche,7199,4.1,22% off,46.0,800 CMH,75.0,22.0,800.0,Excellent,500 - 1000 CMH
447,Kaff TANNIC,Kaff,6576,4.1,30% off,34.0,1350 CMH,60.0,30.0,1350.0,Excellent,1000 - 1500 CMH
448,Kaff Ambra,Kaff,15552,4.1,67% off,3.0,1200 CMH,33.0,67.0,1200.0,Excellent,1000 - 1500 CMH
449,Vidhi Solutions,Vidhi,6576,4.0,56% off,34.0,1200 CMH,90.0,56.0,1200.0,Good,1000 - 1500 CMH
450,Maplin Combo,Maplin,37264,4.0,71% off,0.0,1150 CMH,60.0,71.0,1150.0,Good,1000 - 1500 CMH
